gene_id,UP_90_10_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_11_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_12_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_1_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_2_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_3_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_4_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_5_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_6_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_7_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_8_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_9_IonXpressRNA.Aligned.sortedByCoord.out
ENSGALG00000045676,1010,1913,816,719,551,1296,574,745,1240,876,886,1218
ENSGALG00000004917,5807,9910,3635,9497,5792,10843,8869,6141,14739,5181,7306,8175
ENSGALG00000004916,303,89,8,132,72,143,53,47,83,63,30,203
ENSGALG00000004918,547,806,264,613,412,1181,616,421,969,380,564,601
ENSGALG00000023348,63,115,25,32,20,104,50,73,91,46,29,51
ENSGALG00000050334,15,21,10,6,11,32,13,23,50,9,9,20
ENSGALG00000050335,1,1,0,1,1,0,2,0,1,0,1,1
ENSGALG00000050336,0,0,0,1,0,1,0,1,1,1,1,1
ENSGALG00000050337,570,858,353,967,423,1692,806,546,1149,419,595,705
ENSGALG00000050330,0,1,0,0,0,0,0,0,0,0,0,0
ENSGALG00000050331,4,1,0,14,0,21,11,0,9,3,10,7
ENSGALG00000050332,161,209,138,172,97,1256,222,43,317,111,63,69
ENSGALG00000050333,1,2,0,2,1,1,1,1,1,1,1,1
ENSGALG00000050338,1,1,1,1,1,1,1,1,1,1,1,1
ENSGALG00000050339,1,1,0,1,1,0,1,1,1,1,1,1
ENSGALG00000012761,51,91,66,76,29,662,45,14,45,28,17,37
ENSGALG00000012760,455,645,334,990,394,1450,846,681,803,278,584,700
ENSGALG00000042548,519,1034,844,1890,388,1701,1002,453,616,696,977,714
ENSGALG00000032060,419,888,340,523,390,882,465,392,878,438,690,543
ENSGALG00000032061,340,648,250,512,166,664,460,379,617,158,406,502
ENSGALG00000032066,1219,1679,755,4166,1779,2334,2471,1114,2981,928,2779,1694
ENSGALG00000052721,1,1,0,3,2,2,0,2,2,2,2,2
ENSGALG00000006519,55,127,47,106,41,142,46,42,70,45,44,81
ENSGALG00000006513,2,1,0,4,0,2,0,1,16,1,3,0
ENSGALG00000006512,66135,116600,50854,81303,35267,138714,57558,50239,69923,45132,71663,76613
ENSGALG00000006511,158,203,113,166,23,848,118,125,121,84,64,71
ENSGALG00000006516,221,400,206,294,185,586,260,232,239,196,272,281
ENSGALG00000006515,504,803,296,810,367,707,830,394,1064,608,762,628
ENSGALG00000033919,641,723,277,651,417,1038,963,619,1415,816,655,690
ENSGALG00000019384,63,137,69,61,40,106,62,18,140,68,34,69
ENSGALG00000049494,2,0,0,0,0,0,0,0,2,0,1,2
ENSGALG00000052724,1,2,0,1,0,1,1,0,1,1,0,6
ENSGALG00000028908,10,1,0,4,6,1,1,1,1,2,1,1
ENSGALG00000049491,2,4,0,2,2,1,0,0,1,6,2,3
ENSGALG00000043630,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000043632,49,124,33,57,47,150,56,45,76,35,48,52
ENSGALG00000043637,0,0,0,0,0,3,0,0,0,0,1,0
ENSGALG00000043636,177,235,134,309,168,401,202,168,175,78,196,171
ENSGALG00000030338,135,224,134,189,132,235,129,302,136,82,135,189
ENSGALG00000030331,6,0,1,9,0,9,2,0,4,1,2,4
ENSGALG00000038657,430,721,368,372,191,689,390,169,694,427,428,407
ENSGALG00000038650,1,1,2,6,0,14,1,0,3,2,0,1
ENSGALG00000038652,1064,1338,978,1544,1158,1667,955,899,1159,575,1616,983
ENSGALG00000003079,857,1142,756,1394,513,2235,927,733,1035,434,964,1108
ENSGALG00000003078,5067,8549,3287,8600,3521,13579,8024,4518,7511,3054,6319,7259
ENSGALG00000003073,50,69,36,55,21,91,30,35,89,28,21,44
ENSGALG00000003072,1359,2571,1339,2487,995,4095,1737,1182,1991,931,1740,1451
ENSGALG00000003071,559,750,323,723,411,1040,657,720,1023,284,586,839
ENSGALG00000003076,57,58,47,27,14,336,6,13,56,59,27,41
ENSGALG00000003075,2,2,2,1,1,1,1,1,7,1,1,1
ENSGALG00000003074,2040,2360,820,1759,1499,2829,1170,1194,2370,1489,1259,1370
ENSGALG00000019003,78,178,126,194,72,273,212,148,245,103,117,168
ENSGALG00000026704,83,132,68,188,71,221,89,74,239,101,114,123
ENSGALG00000026705,1,3,2,1,6,4,5,2,0,1,1,2
ENSGALG00000026707,2,1,3,1,1,3,1,0,1,1,3,0
ENSGALG00000003614,473,989,418,595,421,1079,356,578,1066,441,573,476
ENSGALG00000054158,1,0,4,0,0,0,12,0,1,2,0,2
ENSGALG00000054159,2,28,0,1,0,0,0,0,3,0,3,0
ENSGALG00000054154,152,190,132,114,91,256,159,49,357,180,124,65
ENSGALG00000054155,1,1,0,1,0,1,0,1,1,1,1,1
ENSGALG00000054156,1,1,0,1,1,1,1,0,3,1,2,1
ENSGALG00000054157,0,2,0,0,0,2,0,0,0,0,1,0
ENSGALG00000054150,519,907,305,429,456,550,270,437,709,450,440,640
ENSGALG00000054151,1,5,0,1,1,0,5,4,1,2,1,1
ENSGALG00000054152,1,1,1,1,1,0,0,0,1,0,1,0
ENSGALG00000054153,0,4,0,6,0,8,11,16,7,2,3,0
ENSGALG00000018352,10,4,2,25,4,8,11,2,18,3,7,8
ENSGALG00000018353,1,1,0,5,2,4,0,0,3,1,2,1
ENSGALG00000018350,1,1,1,2,1,2,1,0,4,1,1,1
ENSGALG00000018354,2,3,1,5,1,3,1,1,2,1,4,1
ENSGALG00000018355,3,1,1,4,0,2,1,1,5,1,1,1
ENSGALG00000022137,20,22,5,9,0,10,7,1,16,12,5,15
ENSGALG00000001182,1140,1515,751,3809,1356,4437,2714,874,4102,1145,2261,1305
ENSGALG00000010839,458,742,405,684,431,1744,780,537,718,249,437,668
ENSGALG00000010837,107,158,103,287,62,319,213,79,145,41,164,215
ENSGALG00000010836,1689,2553,1232,2226,760,5486,1391,1341,1510,802,1427,2010
ENSGALG00000010835,1904,2094,804,933,1262,2670,881,1146,1843,1552,896,1302
ENSGALG00000006899,1081,2451,1148,1194,1306,2796,1394,2453,2674,1091,1073,1573
ENSGALG00000008808,827,1702,777,1438,581,2192,1142,861,830,497,1122,1295
ENSGALG00000008807,547,775,373,1099,346,1999,1050,633,965,369,604,694
ENSGALG00000008806,3614,6450,2835,3227,1649,8345,2110,3016,2531,2083,3443,4946
ENSGALG00000008805,4,1,0,2,8,1,1,1,173,6,2,6
ENSGALG00000008803,116,110,46,123,62,384,43,107,111,69,49,53
ENSGALG00000008802,3,16,0,14,12,31,0,0,0,11,14,8
ENSGALG00000021539,1685,3306,1400,2416,1207,3306,1625,1551,3248,1147,2005,2254
ENSGALG00000023661,90,60,27,145,50,247,97,40,113,60,84,100
ENSGALG00000053317,299,278,212,567,244,865,394,281,700,314,370,390
ENSGALG00000053316,0,0,0,0,0,0,0,0,0,1,0,0
ENSGALG00000053315,236,367,188,308,162,442,297,274,364,142,237,237
ENSGALG00000053314,1,0,0,1,2,0,0,0,2,8,0,0
ENSGALG00000053313,3,26,11,8,1,20,3,1,28,11,19,2
ENSGALG00000053312,0,1,0,9,1,1,2,1,10,5,6,0
ENSGALG00000053311,2,3,0,1,0,1,2,1,1,4,1,0
ENSGALG00000053310,0,7,0,1,1,0,0,0,0,1,2,0
ENSGALG00000039685,763,937,448,523,469,1401,533,402,1286,548,436,720
ENSGALG00000039684,0,0,0,0,1,0,0,0,0,1,0,1
ENSGALG00000039687,498,1707,1072,214,119,539,219,1166,294,504,572,621
ENSGALG00000053319,1,0,3,10,1,29,0,1,10,5,3,0
ENSGALG00000053318,2,11,3,4,4,8,1,1,1,4,2,2
ENSGALG00000016299,2,8,0,1,3,5,1,1,1,1,3,5
ENSGALG00000016294,650,1102,613,1441,424,1751,993,499,829,314,857,990
ENSGALG00000016297,0,1,0,1,1,1,0,0,1,1,0,0
ENSGALG00000016296,24,82,22,157,23,109,13,33,44,24,78,67
ENSGALG00000016293,1014,1345,858,1773,524,1901,1192,1511,1609,761,1070,1449
ENSGALG00000016292,49,108,53,209,15,186,92,31,103,31,105,44
ENSGALG00000039536,31,30,5,18,26,15,8,12,19,26,43,19
ENSGALG00000039535,653,938,283,600,275,1035,755,836,685,242,490,572
ENSGALG00000015925,40,39,5,33,7,139,25,12,14,18,14,0
ENSGALG00000039533,5837,13837,8679,21578,4662,21120,13615,6912,7123,4080,16442,9736
ENSGALG00000015923,1327,2512,900,1336,875,2452,913,1163,1891,963,1339,1866
ENSGALG00000015928,0,0,0,0,0,0,11,0,0,1,1,0
ENSGALG00000039538,2609,4133,2175,5729,1852,5247,3046,2431,3655,1814,3561,3447
ENSGALG00000013511,447,661,357,1149,503,1026,916,519,1216,409,814,540
ENSGALG00000013510,451,577,383,1099,492,1261,902,391,744,334,651,489
ENSGALG00000013512,171,279,117,525,183,776,659,247,487,157,352,282
ENSGALG00000016740,259,193,49,115,262,429,116,376,126,163,107,151
ENSGALG00000006891,2324,2200,1063,1713,949,3082,1197,1213,1381,1316,1266,1336
ENSGALG00000025549,0,0,0,0,0,0,1,0,0,0,1,0
ENSGALG00000025548,0,0,0,0,0,0,1,0,0,0,0,0
ENSGALG00000025543,1,1,0,2,0,2,1,0,1,0,1,1
ENSGALG00000025541,34,34,11,81,12,121,78,32,64,9,51,29
ENSGALG00000025547,5,1,1,11,2,4,6,4,5,1,4,2
ENSGALG00000025546,0,0,0,0,1,1,0,0,0,1,1,0
ENSGALG00000025545,0,0,0,1,0,0,0,0,0,0,0,1
ENSGALG00000025544,2,1,1,2,3,1,0,0,1,1,2,1
ENSGALG00000040418,20915,32807,10993,20126,14266,36562,19461,21265,35570,8232,16926,33315
ENSGALG00000028675,515,889,529,1170,486,1520,934,383,1289,630,959,468
ENSGALG00000028673,247,343,107,283,224,357,419,164,548,261,296,343
ENSGALG00000054938,2,5,0,3,1,1,1,1,1,2,1,0
ENSGALG00000054939,608,867,339,1754,711,2176,1661,1112,2089,848,1191,856
ENSGALG00000054936,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000054937,80,96,33,159,69,188,112,116,163,42,66,69
ENSGALG00000054934,1,2,0,4,0,0,0,0,6,3,0,7
ENSGALG00000054935,0,6,0,0,0,1,0,0,12,4,0,1
ENSGALG00000054932,1,4,2,5,0,2,2,0,2,1,7,6
ENSGALG00000054933,0,1,0,0,0,2,0,0,0,0,2,0
ENSGALG00000054930,11,18,3,5,0,0,0,0,14,5,0,4
ENSGALG00000054931,657,1497,569,285,267,784,351,594,834,770,488,658
ENSGALG00000015215,3424,4452,2128,7684,2730,10771,6370,3328,8403,2258,4274,4262
ENSGALG00000015216,378,570,367,401,150,1751,453,346,513,239,262,408
ENSGALG00000015211,869,1602,710,2316,965,2286,1426,1040,2728,757,1287,1117
ENSGALG00000034493,224,363,232,293,76,1506,172,59,295,143,94,108
ENSGALG00000015213,0,0,0,0,6,0,0,0,0,0,0,0
ENSGALG00000015218,76,93,47,77,40,66,67,5,87,50,60,82
ENSGALG00000015219,116,137,47,150,119,310,167,81,221,80,134,160
ENSGALG00000051265,1,1,0,1,1,1,1,1,1,1,1,1
ENSGALG00000051264,1,1,1,2,1,1,1,1,1,1,1,1
ENSGALG00000051267,3,2,1,4,3,6,2,8,11,5,3,5
ENSGALG00000051266,559,1264,448,433,222,985,315,510,711,460,419,612
ENSGALG00000051261,0,0,0,0,0,0,1,0,0,0,1,1
ENSGALG00000051260,517,319,180,288,191,906,447,379,566,492,477,369
ENSGALG00000051263,88,124,43,180,46,306,125,51,144,58,81,102
ENSGALG00000051262,11,9,10,56,21,62,34,28,18,16,37,11
ENSGALG00000051269,0,0,0,1,0,1,0,0,0,0,0,0
ENSGALG00000051268,41,51,17,28,18,190,31,44,32,35,11,34
ENSGALG00000024391,1606,2896,1645,1618,1047,3508,1205,1373,2482,1384,1200,1277
ENSGALG00000024395,218,419,157,299,173,601,346,255,587,169,320,363
ENSGALG00000054050,1,1,1,0,1,1,0,0,1,1,0,0
ENSGALG00000025996,784,1168,700,699,258,5677,781,479,677,482,452,513
ENSGALG00000051881,4,8,0,14,0,16,0,0,0,3,15,0
ENSGALG00000010199,59,148,44,220,43,233,139,114,193,63,203,103
ENSGALG00000051883,12,6,15,0,0,77,3,0,9,42,2,7
ENSGALG00000051882,21,61,8,7,26,57,18,19,49,20,5,29
ENSGALG00000051885,653,1183,661,1050,407,1444,749,644,693,539,746,700
ENSGALG00000051884,1,1,0,0,0,1,1,0,0,1,1,0
ENSGALG00000051887,5,4,5,3,1,56,12,0,7,3,2,9
ENSGALG00000051886,0,1,0,1,0,0,1,0,0,1,1,1
ENSGALG00000010190,738,931,518,1493,500,2424,1299,839,949,343,876,877
ENSGALG00000054055,1,6,0,1,0,8,1,1,3,1,1,0
ENSGALG00000010192,1222,2218,1314,2389,825,2479,1165,770,1233,942,1624,1487
ENSGALG00000010193,640,1328,507,1247,584,2156,992,896,850,395,866,1206
ENSGALG00000010195,71,44,29,76,15,179,60,24,165,10,211,61
ENSGALG00000010196,145,191,115,308,71,226,176,84,216,90,184,195
ENSGALG00000010197,277,566,255,364,237,526,189,276,466,209,377,398
ENSGALG00000020741,1527,2409,1041,1034,962,2976,1034,1337,1944,1339,896,1236
ENSGALG00000005229,343,479,231,374,162,705,304,220,298,184,280,397
ENSGALG00000000618,645,1298,648,1363,440,1510,721,748,988,519,724,863
ENSGALG00000050139,0,1,0,1,2,1,1,0,1,0,0,1
ENSGALG00000050132,271,456,178,205,193,426,212,130,360,285,145,226
ENSGALG00000000613,2357,3727,1719,4447,1864,6044,3158,2233,4251,1704,2911,3158
ENSGALG00000050130,1,1,0,1,1,0,0,0,0,1,1,0
ENSGALG00000050131,21,32,27,11,15,58,21,7,60,29,10,31
ENSGALG00000050136,11,14,12,12,8,9,3,1,4,10,18,10
ENSGALG00000050137,1,0,0,2,0,1,0,1,9,1,2,2
ENSGALG00000050134,0,0,0,0,0,1,0,0,0,0,0,0
ENSGALG00000000615,988,1500,625,1086,657,2037,740,679,1408,679,826,864
ENSGALG00000037219,916,975,462,1332,549,1890,958,901,1016,336,719,1074
ENSGALG00000009738,1384,2133,1003,1726,1256,1896,1402,1272,2579,1250,1574,2093
ENSGALG00000009739,258,325,254,904,405,1318,687,201,565,78,357,625
ENSGALG00000009737,1,14,0,20,15,2,1,5,1,11,14,0
ENSGALG00000037214,157,319,156,639,213,583,401,172,278,192,448,352
ENSGALG00000009733,825,1329,625,1111,388,2090,837,620,1036,631,820,708
ENSGALG00000009730,29,52,5,57,22,134,53,49,58,17,23,26
ENSGALG00000009731,168,229,172,254,41,811,192,174,160,102,148,184
ENSGALG00000006758,491,1068,441,429,318,531,357,437,860,700,503,495
ENSGALG00000031681,3275,5716,3327,5003,2245,10252,3674,3659,3888,1932,3179,4778
ENSGALG00000006751,541,831,410,744,330,2058,591,364,2458,1099,479,509
ENSGALG00000006750,661,926,424,885,601,1308,534,652,1122,562,684,749
ENSGALG00000006753,2549,3597,1893,3221,1430,5305,2332,1899,1994,1079,2184,3331
ENSGALG00000031689,211,140,112,328,124,373,338,59,173,63,299,172
ENSGALG00000006757,616,1172,589,581,474,2255,481,435,947,690,385,667
ENSGALG00000006756,416,503,236,420,198,1274,311,321,616,404,205,335
ENSGALG00000011827,400,634,365,610,309,1114,352,586,673,276,368,416
ENSGALG00000011823,5207,6154,3412,5660,3075,9782,3547,2378,13878,3360,4561,4805
ENSGALG00000011822,459,1024,281,426,350,1411,345,298,631,650,404,462
ENSGALG00000051496,136,168,91,137,113,270,109,169,202,108,174,123
ENSGALG00000028314,0,0,0,1,0,1,0,0,0,0,1,0
ENSGALG00000004346,225,238,112,221,121,343,201,219,399,155,138,136
ENSGALG00000028316,34,6,1,22,1,43,13,4,24,4,13,11
ENSGALG00000004341,85,180,89,98,79,217,63,125,188,91,63,79
ENSGALG00000001258,4534,11982,4229,4961,3557,10580,4980,2911,15507,8764,6339,4256
ENSGALG00000051491,22,37,15,14,12,25,19,27,29,30,14,13
ENSGALG00000001250,30171,62936,32480,57804,20256,72077,32814,23166,43139,26900,37902,34881
ENSGALG00000001253,1440,1958,984,4012,1130,5424,3030,1273,2426,945,1901,1839
ENSGALG00000001252,10,17,4,0,0,35,3,0,38,16,8,11
ENSGALG00000044889,92,164,105,142,16,177,71,39,175,53,112,81
ENSGALG00000007489,75,129,46,70,51,121,63,122,153,104,71,78
ENSGALG00000007484,5092,6110,2521,4868,3889,6446,3090,4737,7940,2610,3615,5674
ENSGALG00000007485,1281,2220,832,1106,716,3657,1208,837,1730,764,830,811
ENSGALG00000016547,429,514,289,869,250,1458,584,287,616,249,390,481
ENSGALG00000007481,5011,4983,2020,5272,3193,6497,3955,3716,4251,2581,3138,4905
ENSGALG00000006283,1050,1833,747,1108,613,2191,953,1105,1689,958,933,926
ENSGALG00000006286,808,1100,495,1079,809,2107,919,887,1762,607,813,886
ENSGALG00000006284,616,926,544,1054,426,2247,704,747,787,373,663,606
ENSGALG00000036161,1,1,1,1,0,1,0,1,1,1,1,1
ENSGALG00000036160,0,0,0,0,0,1,0,0,0,0,0,0
ENSGALG00000036163,584,777,382,328,353,1403,423,216,703,475,440,546
ENSGALG00000001959,2,14,0,17,10,52,3,0,1,11,9,2
ENSGALG00000007150,1207,1122,609,1918,863,3058,1366,806,1162,677,1137,1048
ENSGALG00000007151,1441,2289,1268,2889,1100,4406,1720,1255,2667,1203,1932,1537
ENSGALG00000007152,2,8,0,0,0,0,14,0,26,0,0,0
ENSGALG00000007153,632,1253,480,1028,345,1621,709,496,929,246,705,726
ENSGALG00000042838,1215,2138,885,1114,741,3226,765,1143,1775,957,875,1231
ENSGALG00000007155,309,529,347,478,168,820,211,148,240,318,242,205
ENSGALG00000045828,1,1,1,1,1,1,0,1,1,1,1,1
ENSGALG00000007157,77,90,68,103,45,102,216,37,81,35,103,79
ENSGALG00000007158,160,275,197,92,132,553,99,107,117,88,35,76
ENSGALG00000042836,566,722,425,815,451,947,850,804,1516,655,767,704
ENSGALG00000042837,1,0,0,0,1,0,0,0,0,0,0,0
ENSGALG00000045823,0,2,0,0,0,0,0,0,2,0,0,0
ENSGALG00000042833,1119,1703,1065,1345,619,2694,779,681,1197,722,1068,1215
ENSGALG00000002500,432,650,266,203,123,508,149,248,455,334,290,289
ENSGALG00000002501,433,582,273,782,283,1089,639,357,589,205,479,636
ENSGALG00000002503,0,3,0,1,3,6,1,0,7,0,1,0
ENSGALG00000002504,813,1394,678,1654,662,2362,1233,916,1118,454,963,1060
ENSGALG00000002506,737,1153,666,1023,420,2887,765,891,619,447,306,415
ENSGALG00000002507,4,0,5,4,3,1,0,1,12,5,2,20
ENSGALG00000001479,854,1791,779,889,540,1459,703,819,1192,658,768,1059
ENSGALG00000001955,2816,3835,1527,2320,1475,4137,4244,1680,6350,2378,2925,3065
ENSGALG00000025419,1,1,0,1,0,2,1,1,3,2,1,2
ENSGALG00000003670,432,742,424,533,325,2142,648,429,1446,590,307,401
ENSGALG00000003672,468,610,338,796,229,1194,606,505,482,226,488,533
ENSGALG00000003675,1862,2497,1522,3378,1194,3659,2533,1608,3332,1159,2225,2319
ENSGALG00000003674,676,1216,384,1092,475,1516,770,727,946,300,784,919
ENSGALG00000003677,904,624,277,953,881,1817,1497,1060,2763,469,608,1088
ENSGALG00000031300,1,1,0,1,1,1,1,1,0,1,0,0
ENSGALG00000031301,405,143,32,112,155,815,326,622,787,20,44,867
ENSGALG00000031302,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000031303,1123,1841,777,1567,973,2669,1526,1030,2485,861,1047,1401
ENSGALG00000031305,51,59,53,116,32,133,109,0,51,15,57,93
ENSGALG00000031306,27,23,28,21,8,215,10,5,31,31,11,0
ENSGALG00000043872,0,0,0,1,0,0,0,0,0,0,0,0
ENSGALG00000044510,1,1,0,1,1,1,1,0,1,1,1,1
ENSGALG00000032640,1532,2170,1018,1431,1228,2562,1002,1141,1714,909,1019,1499
ENSGALG00000032642,2034,3268,1489,4057,1866,7732,3424,1829,5158,2772,2915,2061
ENSGALG00000032644,713,920,366,1124,830,1869,1469,1104,2361,1473,1151,787
ENSGALG00000032645,507,1230,709,578,366,3941,434,703,981,369,343,581
ENSGALG00000032647,7664,9370,5184,11186,3776,16493,8830,6457,7441,3840,8201,9875
ENSGALG00000054886,14,4,4,17,4,23,9,5,8,10,7,3
ENSGALG00000052219,11,5,0,6,0,31,1,3,0,3,7,3
ENSGALG00000052218,1,1,0,1,1,1,1,0,1,1,1,3
ENSGALG00000012045,64,53,28,47,50,82,52,48,81,80,45,87
ENSGALG00000052215,1,1,0,1,0,1,0,1,1,1,1,0
ENSGALG00000052214,5,1,0,0,0,2,2,0,1,2,0,0
ENSGALG00000052217,2,7,6,8,0,40,7,2,0,1,3,0
ENSGALG00000052216,1,1,0,0,1,1,0,1,1,1,1,1
ENSGALG00000052211,3,2,4,2,10,3,6,0,10,1,2,3
ENSGALG00000052210,339,542,226,564,198,1043,533,254,446,223,397,403
ENSGALG00000052213,197,343,159,511,248,924,313,218,410,172,383,385
ENSGALG00000052212,27,24,15,36,5,115,21,22,43,10,9,4
ENSGALG00000015019,88,207,100,322,77,447,224,87,247,111,148,98
ENSGALG00000012040,1,1,0,1,1,1,0,1,1,1,1,1
ENSGALG00000012041,1399,2337,1188,2366,684,3500,1858,1459,2152,748,1355,1919
ENSGALG00000040993,908,916,611,986,433,1454,662,757,1350,405,602,1093
ENSGALG00000040992,177,378,204,64,81,583,89,25,95,134,69,71
ENSGALG00000040995,119,210,56,331,38,257,257,59,1614,53,273,161
ENSGALG00000040999,3412,4887,2594,5730,2165,10543,4339,2568,4745,1917,3200,3513
ENSGALG00000012048,543,931,617,1366,473,1869,768,787,889,391,574,702
ENSGALG00000012049,239,330,141,340,170,505,269,244,414,206,259,333
ENSGALG00000044064,290,421,268,880,293,1048,632,231,492,244,440,310
ENSGALG00000044069,172,392,155,377,237,501,288,145,232,236,316,278
ENSGALG00000054889,1226,1931,800,681,622,2709,752,695,1902,1237,767,949
ENSGALG00000026424,224,462,174,355,177,817,245,196,542,224,254,348
ENSGALG00000036949,1901,3590,1204,1480,989,2104,1265,1252,2528,2891,1709,1677
ENSGALG00000026426,865,1090,298,397,258,859,241,191,635,430,390,471
ENSGALG00000026421,811,1359,519,1450,653,2066,1011,759,1244,448,823,956
ENSGALG00000026422,687,916,535,532,350,4677,665,286,472,245,230,245
ENSGALG00000036942,242,356,192,155,102,1231,170,156,276,281,140,91
ENSGALG00000036941,1071,1627,894,2219,607,3136,1517,913,1524,618,1382,1301
ENSGALG00000026428,1528,2762,1339,1284,1001,3113,1042,1416,2649,1468,975,1613
ENSGALG00000036944,1151,470,223,1154,172,846,360,200,502,236,407,445
ENSGALG00000022733,24,33,28,12,0,36,5,27,60,41,11,23
ENSGALG00000022739,1800,2024,1170,4723,1441,5902,3512,955,2685,1020,2644,2346
ENSGALG00000051742,17,61,28,14,5,10,16,13,31,30,36,0
ENSGALG00000051743,1,1,0,1,1,1,0,0,1,4,1,2
ENSGALG00000051740,0,1,0,0,0,1,1,0,0,1,1,0
ENSGALG00000051741,1,1,0,1,10,1,1,1,1,3,2,1
ENSGALG00000051746,0,0,0,1,0,0,0,0,1,2,2,1
ENSGALG00000051747,0,0,0,1,0,1,0,0,1,0,0,0
ENSGALG00000051744,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000051745,5,7,2,8,2,7,4,3,6,5,10,4
ENSGALG00000051748,11,9,3,25,6,47,15,61,42,10,25,36
ENSGALG00000051749,8,9,2,8,12,13,4,2,19,6,12,6
ENSGALG00000033277,712,1054,646,738,445,1179,540,394,973,466,733,685
ENSGALG00000041114,1930,2891,1954,4299,1238,6707,2370,1516,2596,1684,2140,1826
ENSGALG00000041115,0,3,0,0,0,0,0,0,2,3,0,0
ENSGALG00000041112,1276,1683,884,2565,821,3642,1686,1221,1810,874,1426,1724
ENSGALG00000033270,375,604,430,572,389,570,366,402,745,447,463,457
ENSGALG00000033271,50,98,26,49,73,73,85,36,675,59,69,42
ENSGALG00000026396,33,71,25,18,6,66,10,25,37,26,13,9
ENSGALG00000026395,46,51,14,21,52,44,51,18,53,74,28,35
ENSGALG00000026392,0,1,0,1,13,0,0,0,0,2,2,1
ENSGALG00000033278,1244,1903,850,508,697,5285,731,620,1056,1321,259,593
ENSGALG00000033279,112,157,49,156,89,170,145,106,242,84,80,70
ENSGALG00000005140,88,144,59,69,88,114,27,28,74,42,119,125
ENSGALG00000005145,19,17,6,45,11,82,91,10,43,9,27,31
ENSGALG00000005147,644,798,418,540,460,1135,335,240,825,431,501,528
ENSGALG00000005146,1323,2332,1140,3277,812,3561,2081,1151,1343,692,2098,1594
ENSGALG00000049462,1,1,0,1,1,1,1,1,1,1,1,1
ENSGALG00000049463,5,14,8,0,0,0,0,0,0,1,0,2
ENSGALG00000049460,1,0,0,1,0,0,0,1,1,0,1,0
ENSGALG00000049461,189,287,230,69,152,166,253,79,160,214,44,64
ENSGALG00000049466,6,30,0,7,0,4,0,0,9,5,0,15
ENSGALG00000049467,13,39,27,11,10,214,29,30,8,14,7,15
ENSGALG00000049464,21,31,20,11,14,23,10,78,3,24,14,54
ENSGALG00000049465,1,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000049468,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000049469,1,8,8,6,1,7,0,11,4,8,13,3
ENSGALG00000023066,3007,7802,4317,5995,2240,7637,3927,3085,5328,4464,4158,4273
ENSGALG00000033894,595,1336,392,504,230,983,331,247,462,632,438,416
ENSGALG00000039335,3192,5002,2478,4480,2463,8117,3417,3785,6250,2522,3457,4255
ENSGALG00000039334,902,1986,929,1480,628,2149,1386,888,2252,975,1003,967
ENSGALG00000039337,1815,3255,1687,2019,876,5147,1753,1334,2681,1204,1342,1679
ENSGALG00000039336,2774,5668,2564,2389,1653,3919,2331,2195,5114,2266,2219,3426
ENSGALG00000039333,1988,2239,31,60,1890,105,30,785,104,2189,36,1412
ENSGALG00000031645,1,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000041800,69,54,2,16,107,21,10,2,55,74,8,49
ENSGALG00000041802,65,36,21,68,28,120,86,10,34,33,40,37
ENSGALG00000047968,1,1,0,1,0,0,0,1,5,3,1,0
ENSGALG00000041808,184,91,116,148,166,319,74,89,216,115,68,51
ENSGALG00000012628,139,162,87,280,118,470,257,80,228,122,161,117
ENSGALG00000012629,206,531,172,430,217,457,337,249,489,158,362,352
ENSGALG00000012620,1303,2422,1114,4682,1727,3146,2765,1512,3645,1841,2576,2054
ENSGALG00000012621,1211,1720,846,3489,1214,3866,2596,1200,2230,1127,2199,1470
ENSGALG00000012623,0,4,0,0,0,0,1,0,0,0,5,12
ENSGALG00000012624,54,79,75,185,69,155,88,44,151,55,96,80
ENSGALG00000012627,176,243,85,546,201,421,387,206,338,201,266,199
ENSGALG00000022891,160,274,196,179,160,593,227,119,327,124,159,237
ENSGALG00000022896,5,3,1,3,1,2,1,0,2,2,4,4
ENSGALG00000020005,826,1262,484,657,472,1749,503,656,818,507,517,742
ENSGALG00000020003,1100,1766,964,2166,806,3312,1572,1119,1694,775,1348,1357
ENSGALG00000020002,148,277,116,75,85,412,106,126,98,125,71,22
ENSGALG00000003681,1608,3067,1487,4140,1559,7038,3112,1426,3488,2089,2653,1899
ENSGALG00000039803,173,234,68,361,138,550,278,227,472,241,177,153
