gene_id,UP_90_10_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_11_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_12_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_1_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_2_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_3_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_4_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_5_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_6_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_7_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_8_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out,UP_90_9_IonXpressRNA_trimmq20.Aligned.sortedByCoord.out
ENSGALG00000002069,217,403,183,210,136,446,222,129,479,197,146,147
ENSGALG00000016438,19,26,9,12,4,110,3,0,61,14,8,6
ENSGALG00000016431,97,213,83,62,51,796,138,0,151,97,25,39
ENSGALG00000016430,733,1090,511,456,246,1203,709,466,803,263,342,770
ENSGALG00000016433,7635,13426,6797,4542,2760,15744,9599,7097,11833,4166,4653,9792
ENSGALG00000013916,190,213,105,132,71,210,127,78,395,77,75,140
ENSGALG00000001633,29,36,24,18,0,42,28,24,40,8,12,24
ENSGALG00000012530,243,407,258,250,122,584,419,204,731,169,166,299
ENSGALG00000012532,921,2364,999,920,381,1867,952,1082,1422,423,505,1597
ENSGALG00000009939,1048,1717,753,710,353,1749,808,1027,1284,321,486,1156
ENSGALG00000012536,79,113,23,14,20,57,14,57,79,24,24,43
ENSGALG00000012537,14,54,9,13,30,18,11,31,28,14,14,23
ENSGALG00000009934,805,1106,547,630,218,1488,689,457,866,225,401,780
ENSGALG00000009935,126,167,91,114,54,105,123,81,192,62,62,152
ENSGALG00000009936,34,44,10,57,8,126,85,29,47,6,20,54
ENSGALG00000009932,555,793,418,577,241,1345,649,529,701,144,304,651
ENSGALG00000028549,8,6,8,5,10,8,8,1,5,5,2,4
ENSGALG00000028543,633,951,590,504,281,1005,756,755,1690,370,331,694
ENSGALG00000025329,1,0,1,3,1,2,1,0,5,2,0,1
ENSGALG00000025328,1,1,0,0,0,1,2,3,1,0,1,0
ENSGALG00000025323,2,6,1,0,1,3,2,0,4,2,0,1
ENSGALG00000025322,1,0,0,1,0,2,7,0,5,3,0,2
ENSGALG00000025326,14,11,2,16,2,24,3,2,14,9,7,2
ENSGALG00000015163,178,204,143,165,53,409,140,116,176,41,83,234
ENSGALG00000015166,25,22,23,12,5,52,16,8,38,8,5,49
ENSGALG00000015167,228,415,231,411,96,571,490,239,347,83,253,268
ENSGALG00000027840,1,19,2,30,9,59,36,10,40,1,14,10
ENSGALG00000040279,47,103,69,40,15,92,76,50,69,13,33,71
ENSGALG00000051151,0,1,0,0,0,0,0,0,5,0,0,0
ENSGALG00000051150,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000051157,0,0,0,0,0,0,0,0,0,0,0,4
ENSGALG00000051156,809,1408,497,291,321,518,313,556,901,422,306,884
ENSGALG00000051155,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000051154,8,20,12,4,0,0,11,0,10,4,11,17
ENSGALG00000040270,325,494,231,392,185,635,649,224,1212,305,243,295
ENSGALG00000040272,90,104,49,89,42,177,148,21,147,32,39,101
ENSGALG00000051158,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000040275,608,980,480,216,128,2771,386,190,567,279,144,274
ENSGALG00000040276,7,0,17,0,0,19,0,0,316,9,0,0
ENSGALG00000001835,0,0,0,0,0,0,0,0,9,0,0,0
ENSGALG00000001837,1108,1730,827,461,462,1677,973,134,1609,340,489,1116
ENSGALG00000001833,218,383,329,240,80,603,292,208,294,146,120,182
ENSGALG00000001838,1620,2318,895,1587,783,2990,1713,1320,3333,935,1152,1586
ENSGALG00000010268,31,51,20,20,18,63,26,9,54,27,10,25
ENSGALG00000010269,379,287,104,117,125,546,557,240,557,80,84,395
ENSGALG00000008689,182,261,136,194,82,515,264,177,248,78,77,170
ENSGALG00000008681,151,172,69,99,78,215,147,125,445,69,78,91
ENSGALG00000008682,148,252,99,170,74,278,170,112,169,45,101,217
ENSGALG00000008684,24719,39250,17570,18652,6627,39534,22361,23079,23807,6021,12171,29467
ENSGALG00000008686,186,270,118,219,45,467,313,184,184,76,78,179
ENSGALG00000050280,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000050281,12,20,0,6,0,11,3,2,48,4,3,11
ENSGALG00000050282,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000050283,2,0,0,0,0,3,0,0,3,0,0,0
ENSGALG00000005332,3076,2483,1511,4365,1288,6915,6348,2282,6101,700,1730,4874
ENSGALG00000050285,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000005330,367,481,251,474,208,524,638,422,919,198,309,469
ENSGALG00000050287,5,8,0,2,0,0,0,0,10,0,0,4
ENSGALG00000050288,523,741,294,513,202,1068,591,375,670,210,329,529
ENSGALG00000050289,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000005338,1516,3773,1925,574,225,2672,1432,1459,1170,528,598,2029
ENSGALG00000009485,89,119,40,47,30,94,63,28,105,24,56,70
ENSGALG00000009480,750,648,406,586,275,1757,787,479,1010,159,282,846
ENSGALG00000009482,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000009483,907,1234,685,795,321,1528,1009,930,1449,341,576,1272
ENSGALG00000009488,116,167,79,207,43,311,232,186,195,23,141,250
ENSGALG00000031932,1723,1576,869,1431,563,3419,2561,1263,1938,328,785,2147
ENSGALG00000006682,293,452,276,445,162,802,435,263,681,180,232,408
ENSGALG00000006681,765,1359,601,1063,363,1556,1125,569,1531,393,534,925
ENSGALG00000031934,338,587,288,187,123,696,173,294,372,117,189,385
ENSGALG00000006689,821,1064,561,1021,326,1703,1289,690,1276,356,534,939
ENSGALG00000006688,415,974,396,198,175,659,344,312,690,250,185,566
ENSGALG00000055104,14,12,28,3,1,27,6,0,3,26,1,1
ENSGALG00000005489,292,438,240,232,72,615,296,97,304,119,123,232
ENSGALG00000055106,70,85,37,29,24,77,29,20,51,32,29,44
ENSGALG00000055107,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000055100,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000055101,1752,2517,971,1111,645,3838,1593,836,2711,858,792,794
ENSGALG00000055102,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000055103,0,0,0,4,0,0,10,0,0,0,0,0
ENSGALG00000005481,410,574,288,187,102,1987,323,206,353,137,92,202
ENSGALG00000005483,209,304,217,253,61,303,258,177,360,69,104,238
ENSGALG00000055108,98,149,85,121,59,156,168,111,205,61,73,107
ENSGALG00000055109,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000005487,618,1027,437,455,298,1304,457,450,1065,248,276,442
ENSGALG00000037479,1611,1447,486,1083,687,2421,1936,1418,3644,461,588,1734
ENSGALG00000009158,4630,7477,4446,4413,1807,7613,5802,3243,7871,1504,2959,6141
ENSGALG00000045350,142,167,44,30,73,131,15,47,85,51,4,74
ENSGALG00000009157,33,64,35,15,4,352,105,58,83,8,8,62
ENSGALG00000045352,2131,4012,1603,787,474,2074,1011,1096,2177,1153,824,1703
ENSGALG00000009152,1714,2842,1624,1931,633,3870,3217,1899,2590,619,1243,2701
ENSGALG00000009153,3769,6148,3093,4727,1915,7896,4946,3664,8882,2188,3218,4401
ENSGALG00000001309,212,372,220,153,66,428,131,162,236,79,122,279
ENSGALG00000010481,1009,2174,1011,1368,465,2906,1734,1137,1655,482,810,1786
ENSGALG00000010486,13,18,4,15,0,6,2,0,0,3,20,7
ENSGALG00000010485,273,457,219,249,82,669,341,211,443,109,201,298
ENSGALG00000001306,1016,1466,758,1035,424,1964,1124,668,1516,342,610,1172
ENSGALG00000001304,87,139,71,81,38,325,114,83,127,33,52,95
ENSGALG00000047355,1,0,2,1,0,2,1,0,1,0,0,1
ENSGALG00000017289,243,400,247,263,67,606,319,234,277,69,139,306
ENSGALG00000017283,1445,1986,1065,1654,592,3265,1971,1280,2631,480,874,1293
ENSGALG00000017282,1005,1618,696,905,315,1551,1058,762,1400,232,596,1116
ENSGALG00000017287,0,0,6,0,0,0,0,0,0,0,0,0
ENSGALG00000007226,70,21,4,0,58,0,0,0,9,16,0,12
ENSGALG00000007227,4436,3733,1626,1476,1708,4696,3393,4345,7659,1108,1129,5725
ENSGALG00000007224,1519,2038,969,1201,759,2399,1378,1235,2881,920,782,1249
ENSGALG00000007222,19,0,0,0,0,0,0,0,6,3,0,0
ENSGALG00000007220,20265,23284,9750,11655,5361,42160,14204,9888,22883,7710,6662,11237
ENSGALG00000016884,3,3,0,0,5,0,0,0,0,3,0,5
ENSGALG00000016885,308,497,277,392,103,911,457,256,325,102,172,389
ENSGALG00000016886,341,422,242,451,245,1053,618,331,774,250,231,420
ENSGALG00000016880,358,730,224,390,189,1136,473,356,721,104,279,538
ENSGALG00000016881,78,77,72,66,17,485,87,37,132,29,20,104
ENSGALG00000016883,893,1225,597,939,266,2231,1407,649,1109,270,493,966
ENSGALG00000016889,161,183,82,165,53,396,215,57,307,80,63,161
ENSGALG00000043219,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000037628,3,0,0,0,0,8,0,0,0,0,0,0
ENSGALG00000043217,3,0,0,0,0,0,5,0,0,0,0,0
ENSGALG00000043213,3,11,0,0,0,7,6,0,0,3,0,6
ENSGALG00000036706,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000046192,4878,9551,4808,1133,1204,21724,1893,1770,5951,2432,535,1941
ENSGALG00000046198,0,0,2,0,0,0,0,0,0,0,0,0
ENSGALG00000002769,559,997,590,688,230,1031,820,464,787,207,479,776
ENSGALG00000002761,448,610,366,552,221,1310,742,408,566,159,218,575
ENSGALG00000002762,797,1331,638,651,342,1662,863,484,1532,344,377,674
ENSGALG00000002763,1128,1934,1169,1174,383,1648,1561,1121,2997,483,787,1997
ENSGALG00000002764,1623,2615,2585,1851,571,3165,1998,1594,2196,573,1171,2042
ENSGALG00000002765,1231,1950,1180,1511,464,3043,1814,822,1927,523,938,1427
ENSGALG00000002766,19,47,13,8,9,101,13,12,21,5,3,8
ENSGALG00000034413,235,424,202,118,117,462,269,187,590,191,136,247
ENSGALG00000034412,3,5,0,3,0,0,0,0,10,0,4,4
ENSGALG00000034411,5,5,3,0,0,0,0,0,0,3,0,0
ENSGALG00000048049,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000034414,658,1258,686,843,149,1848,909,454,1034,209,392,714
ENSGALG00000048047,3,0,0,0,2,0,0,0,0,4,0,0
ENSGALG00000048046,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048045,0,0,0,0,0,3,0,0,0,0,2,0
ENSGALG00000048044,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048043,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048042,503,779,508,357,153,1554,582,325,660,214,202,424
ENSGALG00000048041,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048040,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000000943,1914,2636,1233,1399,779,2831,1741,1359,3131,904,1103,1847
ENSGALG00000000946,837,1414,692,437,300,1295,552,644,1057,402,428,911
ENSGALG00000000944,716,1996,765,437,313,994,449,676,855,310,316,1000
ENSGALG00000000949,229,248,178,78,83,237,145,140,471,100,128,328
ENSGALG00000043964,2,0,0,0,0,2,5,0,11,4,0,0
ENSGALG00000032717,13,21,8,0,0,152,0,3,0,0,0,18
ENSGALG00000032712,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000032713,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000032718,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000003419,177,228,123,212,63,409,464,85,267,56,142,248
ENSGALG00000052349,0,0,0,3,0,0,9,0,0,0,0,0
ENSGALG00000052348,597,502,170,248,287,601,382,229,1055,395,201,377
ENSGALG00000052343,0,0,0,0,2,0,0,0,0,0,0,0
ENSGALG00000052342,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000052341,1,0,0,0,0,1,0,0,0,1,1,0
ENSGALG00000003412,2048,2559,1403,1749,1218,3529,2697,1835,5530,1527,1153,1892
ENSGALG00000052347,14,6,6,3,0,35,8,0,0,20,1,2
ENSGALG00000052346,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000052345,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000003416,559,903,370,292,220,810,340,277,633,309,231,565
ENSGALG00000031160,283,546,244,341,126,645,414,253,547,157,215,352
ENSGALG00000047241,378863,261490,105643,18793,104780,58927,32919,222111,148866,109888,109357,55676
ENSGALG00000047242,182,208,75,181,181,250,498,186,921,146,236,237
ENSGALG00000047243,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000047244,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000047246,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000047247,13,11,14,2,3,39,2,0,0,0,3,3
ENSGALG00000047248,1283,1158,824,967,381,1907,1458,871,1664,355,505,1271
ENSGALG00000047249,0,0,0,0,0,8,0,0,8,3,0,0
ENSGALG00000005815,350,384,195,333,88,716,413,206,365,98,191,352
ENSGALG00000005814,117,222,61,52,62,124,90,88,165,52,56,116
ENSGALG00000030417,1423,2421,1087,1661,463,3148,2657,1646,1412,333,704,1846
ENSGALG00000030416,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000030411,1449,2897,1714,1080,609,3282,1434,1247,2196,647,854,1887
ENSGALG00000040771,48,106,21,44,22,150,50,75,177,45,31,41
ENSGALG00000040730,2436,3369,1253,1713,1131,3469,2505,1565,6551,1180,1284,3098
ENSGALG00000040733,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000040732,4,31,0,10,1,15,12,0,2,5,0,17
ENSGALG00000040737,385,444,268,321,119,783,331,226,511,115,193,365
ENSGALG00000050252,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000040739,289,482,279,234,117,552,381,178,361,145,177,229
ENSGALG00000048959,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048958,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000044606,0,2,0,0,0,3,0,0,0,0,0,0
ENSGALG00000048955,0,2,0,0,0,0,0,0,2,0,0,0
ENSGALG00000048954,5,3,8,0,0,0,0,0,2132,2,31,60
ENSGALG00000048957,0,7,0,0,0,0,0,0,0,0,3,0
ENSGALG00000048956,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048951,17,19,21,20,0,16,13,26,51,15,15,20
ENSGALG00000048950,19,16,18,7,9,42,27,0,45,8,3,26
ENSGALG00000048953,0,19,6,5,0,7,4,42,0,0,0,15
ENSGALG00000048952,5,4,0,0,0,0,0,2,0,0,0,4
ENSGALG00000026247,0,0,0,0,0,0,0,0,1,0,0,0
ENSGALG00000026241,42,75,61,6,6,38,0,12,50,22,9,28
ENSGALG00000022557,18,16,2,4,3,9,2,2,37,7,2,6
ENSGALG00000033148,83,165,54,46,31,144,66,126,232,55,41,86
ENSGALG00000033149,773,1846,894,594,356,1606,745,686,1473,632,469,788
ENSGALG00000033144,73,175,74,56,25,114,55,31,100,19,25,65
ENSGALG00000033140,212,385,226,82,109,293,163,290,304,114,110,191
ENSGALG00000033143,105,187,94,20,22,64,30,33,94,50,38,75
ENSGALG00000031751,962,1315,596,414,230,840,606,395,936,456,366,777
ENSGALG00000018275,0,0,0,0,0,1,1,0,3,0,1,1
ENSGALG00000049602,0,5,0,1,2,0,0,0,0,0,0,0
ENSGALG00000049603,0,0,0,0,0,2,0,0,0,0,0,0
ENSGALG00000049600,0,6,0,0,0,15,0,0,0,0,0,0
ENSGALG00000049601,0,0,0,0,0,0,0,0,0,0,0,2
ENSGALG00000049606,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000049607,7,0,3,5,0,18,10,0,12,3,0,9
ENSGALG00000049604,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000049605,0,0,0,0,0,0,0,0,1,0,0,0
ENSGALG00000049608,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000033954,684,936,649,999,295,1362,762,725,1154,363,435,724
ENSGALG00000006895,598,1390,454,368,258,949,516,314,1021,529,350,599
ENSGALG00000047769,6,19,5,8,0,70,6,0,0,0,0,7
ENSGALG00000047768,0,0,0,3,0,7,0,0,0,0,0,2
ENSGALG00000047766,1,0,0,1,0,6,0,0,0,0,0,3
ENSGALG00000018277,2,1,1,1,0,4,0,0,2,2,1,0
ENSGALG00000047761,272,95,61,233,47,1122,357,47,81,130,88,210
ENSGALG00000047760,12,21,0,14,16,15,3,29,6,13,5,10
ENSGALG00000041953,905,1518,693,833,414,2258,1056,626,1848,545,613,872
ENSGALG00000041950,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000041951,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000041955,130,104,61,90,44,125,80,32,146,41,46,89
ENSGALG00000041959,5,30,28,2,2,21,6,24,77,9,15,7
ENSGALG00000039155,1759,2219,458,568,819,1926,675,797,970,594,351,937
ENSGALG00000042606,0,0,5,0,0,0,0,0,0,0,0,0
ENSGALG00000039156,463,908,464,52,98,1268,100,153,297,251,41,197
ENSGALG00000012732,350,909,449,370,165,788,572,416,595,191,291,470
ENSGALG00000012730,891,965,377,632,387,1861,1492,819,2069,368,427,948
ENSGALG00000012731,371,495,254,313,142,496,374,274,322,84,170,457
ENSGALG00000039159,0,5,0,0,0,0,0,0,0,0,0,0
ENSGALG00000012739,968,1142,691,1268,441,2738,1455,806,1704,534,719,963
ENSGALG00000041139,379,632,363,342,92,826,308,253,358,172,184,371
ENSGALG00000003691,970,1717,813,1055,377,1562,1312,896,1899,409,766,1510
ENSGALG00000012089,2354,1895,965,1367,1436,4119,3255,1810,6370,929,1123,3590
ENSGALG00000012080,19,22,6,7,0,77,11,21,28,0,6,6
ENSGALG00000012082,239,176,202,351,48,516,349,50,249,64,71,120
ENSGALG00000012085,263,424,219,237,103,359,209,199,436,54,155,333
ENSGALG00000012087,281,556,263,284,114,767,421,214,592,119,212,351
ENSGALG00000043555,465,495,91,38,171,215,137,153,183,252,30,224
ENSGALG00000043556,8582,9947,6712,26060,6644,17612,24414,7791,19365,5100,12701,11987
ENSGALG00000054231,18,18,0,2,0,21,16,0,9,0,0,0
ENSGALG00000025208,19,2,14,8,1,7,5,0,22,9,12,18
ENSGALG00000025200,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000025201,1,1,0,1,0,1,0,0,1,0,0,0
ENSGALG00000025202,1,1,2,0,0,4,3,0,0,2,2,0
ENSGALG00000025204,0,0,0,5,1,3,3,0,2,0,2,2
ENSGALG00000025205,122,32,16,115,19,241,116,29,101,7,22,47
ENSGALG00000025206,4,3,1,1,3,4,2,0,5,3,3,3
ENSGALG00000025207,0,0,0,2,1,0,0,0,0,1,2,1
ENSGALG00000048564,16,29,12,7,6,15,17,1,1,6,5,1
ENSGALG00000048565,647,985,345,184,168,452,297,352,536,291,198,393
ENSGALG00000048566,0,0,0,0,0,0,0,0,0,0,0,7
ENSGALG00000048567,1,1,1,1,0,1,3,1,2,1,3,1
ENSGALG00000048560,5,12,18,3,2,7,5,3,18,3,8,4
ENSGALG00000048561,3,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048562,10,7,7,1,3,4,9,2,7,2,2,6
ENSGALG00000048563,13,14,12,32,7,76,27,7,57,11,10,23
ENSGALG00000048568,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048569,3,2,3,11,3,12,5,0,22,6,3,3
ENSGALG00000002403,506,514,234,410,168,785,470,565,997,164,215,424
ENSGALG00000002407,4481,4148,1175,2102,2593,2106,2061,2688,4525,3528,1524,2724
ENSGALG00000002408,478,780,306,317,209,743,378,509,863,201,302,467
ENSGALG00000014365,589,649,511,431,153,1647,385,286,711,212,240,615
ENSGALG00000014362,21,46,16,12,0,120,7,0,22,0,5,0
ENSGALG00000018819,228,310,143,157,65,354,204,242,285,47,126,199
ENSGALG00000018815,134,261,114,49,27,158,36,63,135,66,64,110
ENSGALG00000008447,112,262,131,24,45,720,51,20,109,31,22,28
ENSGALG00000008445,528,595,310,235,142,1046,462,375,747,107,229,514
ENSGALG00000008444,28,44,19,9,6,9,60,12,42,7,15,14
ENSGALG00000008443,3369,4970,2337,2402,1268,6963,2474,1855,5256,1394,1166,2535
ENSGALG00000008442,5821,10072,4136,9900,2902,10586,11611,4782,12366,2286,6362,6568
ENSGALG00000008440,86,157,53,25,32,114,162,147,145,39,24,159
ENSGALG00000029927,1181,1559,848,1216,438,2357,1718,1175,1950,308,633,1555
ENSGALG00000054235,39,45,17,17,12,24,20,0,30,30,13,22
ENSGALG00000029921,3059,3460,1531,1092,780,2682,1829,2454,4045,586,927,3149
ENSGALG00000009318,1528,2519,1067,1632,661,2424,1488,1405,2071,489,856,1815
ENSGALG00000009314,215,268,182,254,63,581,291,180,239,51,144,250
ENSGALG00000009315,516,514,82,108,167,200,183,130,160,277,49,323
ENSGALG00000009312,256,399,220,168,47,422,220,344,307,79,138,300
ENSGALG00000011176,2216,3005,1345,1556,766,1857,1632,1277,1381,593,843,2107
ENSGALG00000025977,401,779,370,459,281,1202,643,426,1198,270,280,634
ENSGALG00000025975,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000011170,30,21,5,12,0,32,0,0,15,18,6,10
ENSGALG00000053696,0,0,0,0,0,0,1,0,0,0,0,0
ENSGALG00000053697,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000053694,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000053695,45,68,35,32,17,149,57,3,71,10,20,34
ENSGALG00000053692,51,3,0,8,1,9,1,3,65,1,2,4
ENSGALG00000053693,3,0,0,0,0,0,0,0,0,0,0,5
ENSGALG00000053690,17,15,6,0,0,46,0,14,84,3,0,3
ENSGALG00000053691,0,0,3,0,0,7,0,0,0,0,0,0
ENSGALG00000053698,0,0,0,0,0,0,1,0,0,3,0,2
ENSGALG00000053699,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000054569,11,4,0,9,0,19,16,0,0,0,2,17
ENSGALG00000054568,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000054565,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000054564,584,752,412,339,155,1034,611,382,677,155,299,714
ENSGALG00000054567,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000054566,3,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000054561,65,87,36,76,14,173,40,27,142,19,25,58
ENSGALG00000054560,0,1,0,1,2,10,0,4,2,2,1,0
ENSGALG00000054563,0,0,0,0,0,0,0,4,0,0,0,7
ENSGALG00000054562,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000027198,316,305,111,217,124,363,204,359,393,131,157,272
ENSGALG00000017048,209,279,157,167,69,493,330,261,218,39,132,271
ENSGALG00000017047,221,349,225,293,82,739,412,159,315,78,150,249
ENSGALG00000027197,1,1,0,1,0,0,2,0,0,0,1,0
ENSGALG00000017044,965,2589,1035,1111,292,2106,1221,871,1486,468,772,1264
ENSGALG00000027192,5,9,0,11,0,6,11,12,27,6,9,18
ENSGALG00000017042,520,1063,506,744,199,1421,1205,566,961,126,425,749
ENSGALG00000027190,271,296,164,123,65,459,279,159,270,52,66,317
ENSGALG00000017040,3485,5730,3186,2548,1887,8336,1825,2984,3799,1169,2050,6465
ENSGALG00000051196,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000053032,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000053033,10,13,7,10,4,11,16,0,25,9,3,14
ENSGALG00000053030,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000053031,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000053036,31,12,10,15,7,91,19,3,20,5,19,12
ENSGALG00000053037,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000053034,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000053035,29,54,18,20,29,42,54,31,72,16,17,40
ENSGALG00000051193,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000053038,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000053039,0,4,0,0,0,0,0,0,0,0,0,0
ENSGALG00000027802,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000008949,93,296,42,21,29,82,20,102,207,47,48,101
ENSGALG00000008942,466,624,273,447,84,1194,617,211,655,69,133,495
ENSGALG00000008940,204,409,180,145,80,104,22,9,48,142,150,23
ENSGALG00000008941,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000008946,477,735,433,439,183,1137,474,409,579,155,345,666
ENSGALG00000008947,137,159,75,346,70,193,151,193,299,113,169,163
ENSGALG00000008944,975,1406,738,1017,335,2218,1378,660,1209,354,566,1070
ENSGALG00000008945,45,77,62,59,23,205,95,8,124,19,7,55
ENSGALG00000017954,0,0,0,0,0,0,0,0,1,0,0,0
ENSGALG00000017953,1,0,0,0,0,0,0,1,0,0,0,0
ENSGALG00000017952,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000024758,57,5,7,33,6,37,24,9,36,2,8,19
ENSGALG00000033634,4,0,0,0,0,14,0,0,0,0,2,0
ENSGALG00000039212,754,2108,738,423,241,1271,746,652,969,445,353,989
ENSGALG00000039216,6576,11920,6019,3437,1822,15492,4790,4150,16146,3786,2087,5240
ENSGALG00000039219,158,156,97,46,40,120,39,63,304,129,15,92
ENSGALG00000047006,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000047007,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000047004,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000047005,31,48,19,19,21,31,22,10,67,17,12,22
ENSGALG00000047002,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000047003,3,1,13,0,1,16,7,0,2,9,0,4
ENSGALG00000047000,188,235,133,108,79,302,152,106,430,127,70,207
ENSGALG00000047001,0,30,0,7,0,9,5,0,18,7,0,11
ENSGALG00000047008,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000047009,576,1044,617,1102,238,1774,1197,539,876,229,462,779
ENSGALG00000029266,563,857,415,401,195,677,634,468,792,156,247,335
ENSGALG00000029264,1217,1060,459,471,266,1223,589,357,1015,180,215,654
ENSGALG00000016607,387,882,465,526,156,791,489,233,779,260,268,659
ENSGALG00000029260,1039,1927,898,457,357,1902,746,820,1726,547,435,1038
ENSGALG00000029261,3989,4552,4800,2812,1187,6106,5245,3494,4337,981,1543,4282
ENSGALG00000016608,317,663,340,395,228,634,587,309,1232,294,306,403
ENSGALG00000016609,36,73,33,28,5,163,20,12,88,32,10,29
ENSGALG00000029268,1165,2017,926,811,511,2205,1098,1204,1763,432,524,1275
ENSGALG00000045534,84,106,95,44,33,221,57,32,107,52,35,41
ENSGALG00000015556,877,1188,638,589,222,1303,847,600,1077,257,379,923
ENSGALG00000015554,1611,2174,1436,1946,604,2552,2377,1262,2499,497,1243,2253
ENSGALG00000015551,132,184,111,52,30,252,136,67,263,49,20,83
ENSGALG00000052633,1,1,1,1,1,1,1,1,1,1,1,1
ENSGALG00000052632,3,5,1,3,0,5,22,14,3,0,2,0
ENSGALG00000052631,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000052630,0,0,0,0,0,0,0,0,0,0,0,0
